epoch,loss,train_pr_auc,val_pr_auc,val_macro_f1,val_illicit_recall,val_fpr,val_selected_threshold
1,0.4695472717285156,0.18925527357591465,0.07298229548229548,0.43972169512966475,0.6666666666666666,0.422680412371134,0.4499999999999999
2,0.39425981044769287,0.29895898980515967,0.08436032796223703,0.4682065217391304,0.6666666666666666,0.3711340206185567,0.4749999999999999
3,0.2917066812515259,0.4565515859808805,0.09966096084708645,0.5159774436090225,0.6666666666666666,0.28865979381443296,0.5099999999999999
4,0.2589929401874542,0.606873479278481,0.11967557115072643,0.5708333333333333,0.6666666666666666,0.20618556701030927,0.5399999999999999
5,0.20274050533771515,0.7415158754671878,0.14024690587190586,0.586677367576244,0.6666666666666666,0.18556701030927836,0.5599999999999999
6,0.172257199883461,0.8455062455158111,0.1592301354483558,0.6038461538461539,0.6666666666666666,0.16494845360824742,0.575
7,0.14836131036281586,0.9142307332124614,0.1780851501439737,0.6227106227106227,0.6666666666666666,0.14432989690721648,0.585
8,0.14374102652072906,0.9561550776059499,0.19057962356198238,0.6585635359116022,0.8333333333333334,0.14432989690721648,0.59
9,0.1380290687084198,0.9783595121629939,0.22476190476190475,0.6585635359116022,0.8333333333333334,0.14432989690721648,0.595
10,0.12528827786445618,0.98832811296812,0.25491961741961744,0.6698717948717949,0.8333333333333334,0.13402061855670103,0.6
11,0.11657238006591797,0.9947160423229595,0.2716313335994187,0.6698717948717949,0.8333333333333334,0.13402061855670103,0.605
12,0.11312731355428696,0.9974105296661464,0.28828519330437485,0.7483420593368237,0.6666666666666666,0.05154639175257732,0.6649999999999999
13,0.09381135553121567,0.9991520633126061,0.30067039442039445,0.7483420593368237,0.6666666666666666,0.05154639175257732,0.6649999999999999
14,0.08947847783565521,0.9997077732320281,0.30863941183708626,0.7231182795698925,0.8333333333333334,0.09278350515463918,0.615
15,0.0829862430691719,0.9997077732320281,0.32882146083365593,0.7231182795698925,0.8333333333333334,0.09278350515463918,0.615
16,0.07577304542064667,1.0,0.34853988603988606,0.7390937236138475,0.8333333333333334,0.08247422680412371,0.625
17,0.06865669041872025,1.0,0.3748098879677827,0.7390937236138475,0.8333333333333334,0.08247422680412371,0.62
18,0.05567507818341255,1.0,0.380151768309663,0.7390937236138475,0.8333333333333334,0.08247422680412371,0.615
19,0.058487214148044586,1.0,0.3901222651222651,0.7565011820330969,0.8333333333333334,0.07216494845360824,0.635
20,0.04868336021900177,1.0,0.43686868686868685,0.7565011820330969,0.8333333333333334,0.07216494845360824,0.635
21,0.043629977852106094,1.0,0.5489247311827957,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.6399999999999999
22,0.05032377317547798,1.0,0.5767025089605735,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.6399999999999999
23,0.0455995574593544,1.0,0.5801587301587302,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.6399999999999999
24,0.03954336792230606,1.0,0.6322751322751322,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.635
25,0.035104501992464066,1.0,0.6322751322751322,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.6399999999999999
26,0.03695255145430565,1.0,0.6489417989417989,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.6399999999999999
27,0.03638770058751106,1.0,0.5948107448107448,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.6399999999999999
28,0.03144694119691849,1.0,0.5948107448107448,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.6399999999999999
29,0.03404177725315094,1.0,0.5948107448107448,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.6399999999999999
30,0.026447610929608345,1.0,0.5948107448107448,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.635
31,0.02723279595375061,1.0,0.5963492063492063,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.635
32,0.02730012871325016,1.0,0.6519047619047619,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.635
33,0.026452675461769104,1.0,0.6519047619047619,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.635
34,0.024579854682087898,1.0,0.6611640211640211,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.63
35,0.029388684779405594,1.0,0.6611640211640211,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.63
36,0.019666915759444237,1.0,0.6727380952380951,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.6449999999999999
37,0.027905507013201714,1.0,0.6762163561076604,0.7967105263157894,0.8333333333333334,0.05154639175257732,0.63
38,0.021601587533950806,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.6399999999999999
39,0.024233760312199593,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.6399999999999999
40,0.023607267066836357,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.6399999999999999
41,0.026773082092404366,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.6399999999999999
42,0.02021183632314205,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.6399999999999999
43,0.020200252532958984,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
44,0.028638368472456932,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
45,0.022507185116410255,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
46,0.017116984352469444,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
47,0.021519441157579422,1.0,0.6781926406926406,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
48,0.019789431244134903,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
49,0.02010423317551613,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
50,0.02012246660888195,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
51,0.02234935760498047,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
52,0.019282711669802666,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.635
53,0.02006356604397297,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.63
54,0.023507891222834587,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.63
55,0.022058123722672462,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.63
56,0.026715945452451706,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.63
57,0.016654368489980698,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.63
58,0.017905494198203087,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.63
59,0.023721620440483093,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.63
60,0.017449673265218735,1.0,0.6803571428571428,0.8467261904761905,0.8333333333333334,0.030927835051546393,0.63
